entity,time,group,segment,value
0,107,A,train,10.078472164759763
0,108,A,train,10.137661375641171
0,109,A,train,10.287576723534837
0,110,A,train,9.937275700426374
0,111,A,train,9.650124792622236
0,112,A,train,10.057798293320321
0,113,A,train,9.914463469009055
0,114,A,train,10.035879490814992
0,115,A,train,10.397936164704243
0,116,A,train,10.005123800773525
0,117,A,train,10.492978983128376
0,118,A,train,10.714855755732271
0,119,A,train,10.839447760874041
0,120,A,train,11.173686140494135
0,121,A,train,11.090255932487382
0,122,A,train,11.218256560455075
0,123,A,train,11.652371464477474
0,124,A,train,11.67132577236919
0,125,A,train,11.823498143995106
0,126,A,train,11.608550479205281
0,127,A,train,11.840536592670578
0,128,A,train,11.473783101800791
0,129,A,train,11.32468472203558
0,130,A,train,11.16695924910951
0,131,A,train,11.386646237682488
0,132,A,train,11.815264676733458
0,133,A,train,11.51036316085121
0,134,A,train,11.807308591502824
0,135,A,train,12.37334657901192
0,136,A,train,12.224731220638596
0,137,A,train,12.430492309909326
0,138,A,train,11.91367548659108
0,139,A,train,11.579542907547355
0,140,A,train,12.177280673382201
0,141,A,train,11.495618324514679
0,142,A,train,11.595008972892009
0,143,A,train,11.446485862609743
0,144,A,train,11.083953815318859
0,145,A,train,11.413610665500562
0,146,A,train,11.331360876822657
0,147,A,train,11.108399717622733
0,148,A,train,10.990881862750069
0,149,A,train,11.034458629928372
1,0,B,val,10.382816511317792
1,1,B,val,10.68455849307961
1,2,B,val,10.810415358345258
1,3,B,val,10.73182423472529
1,4,B,val,11.055653995679224
1,5,B,val,10.638630804681982
1,6,B,val,10.79823861363798
1,7,B,val,10.46779711710924
1,8,B,val,10.97953514128034
1,9,B,val,11.072761942228897
1,10,B,val,11.133827659873358
1,11,B,val,11.658254450270368
1,12,B,val,11.428847437672449
1,13,B,val,11.21558286660451
1,14,B,val,11.97031686323087
1,15,B,val,11.394393832458935
1,16,B,val,11.72236429990284
1,17,B,val,11.680148086091558
1,18,B,val,11.301916888325557
1,19,B,val,11.582847771670343
1,20,B,val,11.239910441168979
1,21,B,val,11.11486165154926
1,22,B,val,10.736727269616708
1,23,B,val,10.96490617234605
1,24,B,val,10.483182408840644
1,25,B,val,10.263840864296824
1,26,B,val,10.819787043541815
1,27,B,val,10.487371948203485
1,28,B,val,10.578846668082113
1,29,B,val,10.912766962186415
1,30,B,val,10.740319172135834
1,31,B,val,10.581560097987692
1,32,B,val,10.551179200127091
1,33,B,val,10.081352608373592
1,34,B,val,10.175291366246304
1,35,B,val,10.057020331365683
1,36,B,val,9.819824868948777
1,37,B,val,9.501429719820331
1,38,B,val,8.760677969532315
1,39,B,val,9.484204114768112
1,40,B,val,9.406279079745326
1,41,B,val,9.36754717797076
1,42,B,val,9.656567062855249
1,43,B,val,9.663781608253917
1,44,B,val,9.750960883709233
1,45,B,val,9.528209745194399
1,46,B,val,9.585013106368207
1,47,B,val,9.933771894353661
1,48,B,val,9.870173394665427
1,49,B,val,9.850917596733115
1,50,B,val,9.820537022756705
1,51,B,val,9.842063544049404
1,52,B,val,9.781321611736935
1,53,B,val,9.852336743311708
1,54,B,val,9.968009529570555
1,55,B,val,10.235050565505258
1,56,B,val,10.160289497486655
1,57,B,val,10.604201747486734
1,58,B,val,10.79283629894723
1,59,B,val,10.899438542127028
1,60,B,val,10.966735608144807
1,61,B,val,11.248390728147402
1,62,B,val,11.42042218060764
1,63,B,val,11.110720846381739
1,64,B,val,11.321121551474459
1,65,B,val,11.308823475848056
1,66,B,val,11.164244098778852
1,67,B,val,11.173118578036675
1,68,B,val,11.034365238925359
1,69,B,val,11.17778153699985
1,70,B,val,11.194843992416109
1,71,B,val,11.479683575278203
1,72,B,val,11.61825204272815
1,73,B,val,11.741385799036342
1,74,B,val,11.99868543669754
1,75,B,val,11.94876176727698
1,76,B,val,11.850157333836265
1,77,B,val,11.795866278648477
1,78,B,val,11.617498657422708
1,79,B,val,11.644372090178953
1,80,B,val,11.479884093538526
1,81,B,val,11.648526877454858
1,82,B,val,11.487538000147465
1,83,B,val,11.36294827122141
1,84,B,val,11.394318907147774
1,85,B,val,10.76121546397902
1,86,B,val,11.090977446365
1,87,B,val,11.112168210813124
1,88,B,val,11.065291388028006
1,89,B,val,11.349016183841385
1,90,B,val,11.378178013767833
1,91,B,val,11.013207243689804
1,92,B,val,10.829644811230677
1,93,B,val,10.351578876545679
1,94,B,val,10.173222003196402
1,95,B,val,10.31973771184825
1,96,B,val,10.015688669977733
1,97,B,val,9.659705549636543
1,98,B,val,9.793907570359263
1,99,B,val,9.851198108558187
1,100,B,val,9.976434144670959
1,101,B,val,9.852471004730281
1,102,B,val,9.914813192972172
1,103,B,val,10.065510413513858
1,104,B,val,10.18862984153779
1,105,B,val,10.018712306191803
1,106,B,val,10.417403336761524
1,107,B,val,10.668274045625466
1,108,B,val,10.400457213074237
1,109,B,val,9.958748771061828
1,110,B,val,10.204062061605407
1,111,B,val,9.856551503024123
1,112,B,val,9.867612620499283
1,113,B,val,10.383807435763083
1,114,B,val,10.396797392159703
1,115,B,val,10.422138210669118
1,116,B,val,10.367122947831822
1,117,B,val,10.728890349390081
1,118,B,val,11.199005113086011
1,119,B,val,11.367367520634987
1,120,B,val,11.64176042151041
1,121,B,val,11.902947387529633
1,122,B,val,11.632380287110838
1,123,B,val,11.802189144048622
1,124,B,val,11.689288560478493
1,125,B,val,11.609392554508414
1,126,B,val,11.64508820580483
1,127,B,val,11.873297339182443
1,128,B,val,11.557412311420814
1,129,B,val,12.024262405454392
1,130,B,val,12.19097670795278
1,131,B,val,12.056294135706178
1,132,B,val,12.222924318039032
1,133,B,val,12.034043282231838
1,134,B,val,12.79071355042852
1,135,B,val,12.572803078655415
1,136,B,val,12.404549375564994
1,137,B,val,12.30763244077525
1,138,B,val,12.25729683160502
1,139,B,val,11.907269979841388
1,140,B,val,11.911625725375353
1,141,B,val,11.537226333268292
1,142,B,val,11.658900084785653
1,143,B,val,11.347442818044335
1,144,B,val,11.569172669275826
1,145,B,val,11.359576605201026
1,146,B,val,11.427353036178463
1,147,B,val,11.918983801579909
1,148,B,val,11.529991738398259
1,149,B,val,11.408859614058017
2,0,C,test,10.973016924199081
2,1,C,test,10.823352820430644
2,2,C,test,11.218298839535988
2,3,C,test,11.306589790503397
2,4,C,test,11.024314131948685
2,5,C,test,11.324997755650774
2,6,C,test,11.041770868144607
2,7,C,test,10.81619992687111
2,8,C,test,11.124477945943775
2,9,C,test,11.183274610624473
2,10,C,test,11.465820498133493
2,11,C,test,11.76201815434207
2,12,C,test,11.58968738201891
2,13,C,test,11.808406155176854
2,14,C,test,11.872781623694326
2,15,C,test,11.664267468310852
2,16,C,test,11.542068330855924
2,17,C,test,11.59309997229874
2,18,C,test,11.585059561780062
2,19,C,test,11.167933054972218
2,20,C,test,11.00532891510852
2,21,C,test,11.008376344780421
2,22,C,test,11.015538687825899
2,23,C,test,10.831119959624168
2,24,C,test,10.86254217484529
2,25,C,test,10.889742122097353
2,26,C,test,10.742746582600804
2,27,C,test,10.894316319459634
2,28,C,test,10.780933036423237
2,29,C,test,11.08133824011271
2,30,C,test,10.575901981668329
2,31,C,test,10.588707057027325
2,32,C,test,10.390125041005264
2,33,C,test,9.931701617411019
2,34,C,test,9.734369787074185
2,35,C,test,9.73802000773056
2,36,C,test,9.842390738050586
2,37,C,test,9.577108879790979
2,38,C,test,9.570211229530969
2,39,C,test,9.216407819043795
2,40,C,test,9.74473672787208
2,41,C,test,9.960086507015905
2,42,C,test,10.063889010717261
2,43,C,test,10.11896236847364
2,44,C,test,10.009640411989489
2,45,C,test,10.022251264181305
2,46,C,test,10.180923272439703
2,47,C,test,9.960490625802048
2,48,C,test,9.526528067299601
2,49,C,test,10.10091020249135
2,50,C,test,9.735355878184764
2,51,C,test,10.235569196331392
2,52,C,test,10.402241127515332
2,53,C,test,10.390621270536283
2,54,C,test,10.608000222254066
2,55,C,test,10.990841616974308
2,56,C,test,10.669290287123005
2,57,C,test,11.105844317501335
2,58,C,test,11.261631480384056
2,59,C,test,11.159689679504492
2,60,C,test,11.765990472634027
2,61,C,test,11.33013982844811
2,62,C,test,11.306704094559322
2,63,C,test,11.479267699746178
2,64,C,test,11.615791089016197
2,65,C,test,11.34260478971736
2,66,C,test,11.395154386290292
2,67,C,test,11.681097917231824
2,68,C,test,11.451770607479002
2,69,C,test,11.706883927658533
2,70,C,test,11.835915503506836
2,71,C,test,12.034189070966253
2,72,C,test,12.179402498252875
2,73,C,test,12.582988362047162
2,74,C,test,12.406411296940691
2,75,C,test,12.185503318602805
2,76,C,test,12.033648113864253
2,77,C,test,12.092518821192566
2,78,C,test,11.859741487126824
2,79,C,test,11.79580582007576
2,80,C,test,11.758382309412813
2,81,C,test,11.235635605609854
2,82,C,test,10.955999618726137
2,83,C,test,11.335718509185375
2,84,C,test,11.355576869287566
2,85,C,test,11.402918005516462
2,86,C,test,11.244758647836901
2,87,C,test,11.287114408927236
2,88,C,test,11.369284198836462
2,89,C,test,11.276489058841884
2,90,C,test,11.263181305685693
2,91,C,test,10.460370100343189
2,92,C,test,10.364934508542238
2,93,C,test,10.739716275090897
2,94,C,test,10.42346752776754
2,95,C,test,10.332963003476683
2,96,C,test,10.064355303188877
2,97,C,test,10.008388662624977
2,98,C,test,10.155991162797914
2,99,C,test,10.01401316242892
2,100,C,test,9.99163552813868
2,101,C,test,10.153772170264975
2,102,C,test,10.44726328087557
2,103,C,test,10.587147496244777
2,104,C,test,10.783398016508636
2,105,C,test,10.535871451667033
2,106,C,test,10.514527682887502
2,107,C,test,10.685964373058424
2,108,C,test,10.204402980585828
2,109,C,test,10.16040876591506
2,110,C,test,10.265993407133623
2,111,C,test,10.424373992572638
2,112,C,test,10.934763633461314
2,113,C,test,10.67987352074911
2,114,C,test,11.179744302715966
2,115,C,test,11.072944342788645
2,116,C,test,11.452335024422872
2,117,C,test,11.666924985600042
2,118,C,test,11.782067653784592
2,119,C,test,11.918243749879718
2,120,C,test,11.712314210531261
2,121,C,test,12.116645366132063
2,122,C,test,12.02833833980482
2,123,C,test,11.718693528912615
2,124,C,test,11.942182471928348
2,125,C,test,11.690382456656813
2,126,C,test,11.966940771221935
2,127,C,test,11.83956941152757
2,128,C,test,12.307192913512148
2,129,C,test,12.852503381988992
2,130,C,test,12.72065448977764
2,131,C,test,12.701802960437835
2,132,C,test,12.483069381817101
2,133,C,test,12.738935973469115
2,134,C,test,12.853820081260057
2,135,C,test,12.543427931638373
2,136,C,test,12.460616083852768
2,137,C,test,11.985705997149276
2,138,C,test,11.984120374026785
2,139,C,test,11.66508368800557
2,140,C,test,12.228980262991012
2,141,C,test,11.89151308388395
2,142,C,test,11.895597888253798
2,143,C,test,11.71775337952265
2,144,C,test,11.49830563224502
2,145,C,test,11.801482956776878
2,146,C,test,11.648319854070257
2,147,C,test,11.551182771420361
2,148,C,test,11.65881547511076
2,149,C,test,11.549389026986265
3,0,A,train,11.105065561576069
3,1,A,train,10.997433808783933
3,2,A,train,10.965719327465708
3,3,A,train,11.172963918395466
3,4,A,train,11.453065888927467
3,5,A,train,11.041399160119841
3,6,A,train,11.340840624660238
3,7,A,train,11.579522679444082
3,8,A,train,11.734152196416565
3,9,A,train,11.79569146940037
3,10,A,train,12.356999184155042
3,11,A,train,12.143134460926447
3,12,A,train,11.901226386940548
3,13,A,train,11.693277356184565
3,14,A,train,11.908133111756806
3,15,A,train,12.07996188162134
3,16,A,train,11.708195298615077
3,17,A,train,11.120461559298779
3,18,A,train,11.1737156290104
3,19,A,train,11.359584704740724
3,20,A,train,11.481520911498878
3,21,A,train,11.299375155095396
3,22,A,train,11.308094579755311
3,23,A,train,11.489139585252577
3,24,A,train,11.527238386634908
3,25,A,train,11.158636538204803
3,26,A,train,11.30066804768026
3,27,A,train,10.947302536703498
3,28,A,train,10.781924199292787
3,29,A,train,10.905236852905068
3,30,A,train,10.349581891426569
3,31,A,train,10.444465771162728
3,32,A,train,10.299338104086543
3,33,A,train,10.263895846023633
3,34,A,train,9.815946127441897
3,35,A,train,10.057441625580626
3,36,A,train,9.979786003462433
3,37,A,train,10.319901728165307
3,38,A,train,9.989462806777844
3,39,A,train,9.996934104643866
3,40,A,train,10.346539972007756
3,41,A,train,10.135939824782513
3,42,A,train,10.058171687327423
3,43,A,train,10.42522573041058
3,44,A,train,10.28692234582664
3,45,A,train,9.58956007464837
3,46,A,train,9.933604394182657
3,47,A,train,9.876783501720427
3,48,A,train,10.210481395857633
3,49,A,train,10.427830792380414
3,50,A,train,10.652708136299673
3,51,A,train,10.573521046126771
3,52,A,train,10.444761320637257
3,53,A,train,10.647690961704894
3,54,A,train,10.883339194629837
3,55,A,train,11.322865556793818
3,56,A,train,11.605658218240887
3,57,A,train,11.132385074819167
3,58,A,train,11.6445939821734
3,59,A,train,11.72526735123145
3,60,A,train,11.618365337799249
3,61,A,train,12.144090218159258
3,62,A,train,11.671597014404835
3,63,A,train,11.62188759175054
3,64,A,train,11.801522670936187
3,65,A,train,11.704472579642264
3,66,A,train,11.743455970771505
3,67,A,train,12.170833142720651
3,68,A,train,12.453014626476465
3,69,A,train,12.331854516877735
3,70,A,train,12.631152084342027
3,71,A,train,12.437148387424095
3,72,A,train,12.783847020755386
3,73,A,train,12.46245834392746
3,74,A,train,12.412073315265513
3,75,A,train,12.320204281307982
3,76,A,train,11.798177626095095
3,77,A,train,11.879029941224951
3,78,A,train,12.139006569207574
3,79,A,train,11.744479195091376
3,80,A,train,11.956172852846898
3,81,A,train,11.858061389290725
3,82,A,train,11.382186753093876
3,83,A,train,11.851494318902539
3,84,A,train,11.524834923080876
3,85,A,train,11.733024611046124
3,86,A,train,11.535438003701193
3,87,A,train,11.494623581113938
3,88,A,train,11.319549461011674
3,89,A,train,11.190656349005275
3,90,A,train,10.871045225478639
3,91,A,train,10.522762649471964
3,92,A,train,10.426203336292334
3,93,A,train,10.657304048329262
3,94,A,train,10.73763514271989
3,95,A,train,10.454912696322447
3,96,A,train,10.594414610957486
3,97,A,train,10.67904980035587
3,98,A,train,10.331395881796892
3,99,A,train,10.310043595522034
3,100,A,train,10.688321455577823
3,101,A,train,10.377803756132879
3,102,A,train,10.657577687353614
3,103,A,train,10.400515930020463
3,104,A,train,10.49719582850952
3,105,A,train,10.4161425348209
3,106,A,train,10.603565607357675
3,107,A,train,10.385430989702963
3,108,A,train,10.332968547230518
3,109,A,train,10.637397158290337
3,110,A,train,11.301254943298774
3,111,A,train,11.034517252920054
3,112,A,train,10.799114984773743
3,113,A,train,11.374920291751184
3,114,A,train,12.017306063036736
3,115,A,train,11.751416225376872
3,116,A,train,12.077605115595302
3,117,A,train,12.129107494669999
3,118,A,train,12.185570310986813
3,119,A,train,12.174188080341
3,120,A,train,12.035800604139839
3,121,A,train,11.955372118765304
3,122,A,train,11.961592970885755
3,123,A,train,12.087552852916865
3,124,A,train,12.232824152866042
3,125,A,train,12.04962251832758
3,126,A,train,12.375417684381674
3,127,A,train,12.57316671051989
3,128,A,train,12.743911347100594
3,129,A,train,12.78395314234073
3,130,A,train,13.056231327452524
3,131,A,train,12.9108202030076
3,132,A,train,12.825846096150618
3,133,A,train,12.586193867816164
3,134,A,train,12.54859755947616
3,135,A,train,12.591124014601206
3,136,A,train,12.432858656112751
3,137,A,train,11.923489180284225
3,138,A,train,12.365804926923685
3,139,A,train,12.017672449012142
3,140,A,train,11.960489838894686
3,141,A,train,12.327285985038674
3,142,A,train,12.350665240248496
3,143,A,train,12.021625876698204
3,144,A,train,12.071265814712467
3,145,A,train,11.864619103547959
3,146,A,train,12.138140319884306
3,147,A,train,12.018325681083079
3,148,A,train,11.605554333259674
3,149,A,train,11.74350897464136
4,0,B,val,11.437923500320668
4,1,B,val,11.29802115686689
4,2,B,val,11.533712462897206
4,3,B,val,11.225874837051975
4,4,B,val,11.62564477542831
4,5,B,val,11.883371043025525
4,6,B,val,11.999550438840936
4,7,B,val,12.513105904163455
4,8,B,val,12.30512672116412
4,9,B,val,12.370702170588304
4,10,B,val,12.066491876186005
4,11,B,val,12.22053012306773
4,12,B,val,12.019917762827802
4,13,B,val,12.463854020969775
4,14,B,val,11.838219070682426
4,15,B,val,11.81631147323456
4,16,B,val,11.920107146698742
4,17,B,val,11.759107666549575
4,18,B,val,11.361181301256899
4,19,B,val,11.733055959230196
4,20,B,val,11.76514108415814
4,21,B,val,11.62370690588328
4,22,B,val,11.741800135551077
4,23,B,val,11.646597212951527
4,24,B,val,11.305629869064743
4,25,B,val,11.335570399404354
4,26,B,val,11.282186439060322
4,27,B,val,10.985572121543333
4,28,B,val,10.988999278232379
4,29,B,val,10.880687843208571
4,30,B,val,10.583994678455563
4,31,B,val,10.342919134683026
4,32,B,val,10.57973536807156
4,33,B,val,10.333644570516197
4,34,B,val,10.390298492035768
4,35,B,val,10.237333399148055
4,36,B,val,10.39712904587973
4,37,B,val,10.673328812302387
4,38,B,val,10.665452234655692
4,39,B,val,10.506230973665067
4,40,B,val,10.516945696476704
4,41,B,val,10.498445482461731
4,42,B,val,10.223164319869978
4,43,B,val,10.287948908491865
4,44,B,val,10.174738672545688
4,45,B,val,9.996481234024511
4,46,B,val,10.29858686367994
4,47,B,val,10.322856629122654
4,48,B,val,10.213485778410602
4,49,B,val,10.503691699963113
4,50,B,val,10.827381173865989
4,51,B,val,10.52667648621061
4,52,B,val,11.27280981068436
4,53,B,val,11.45255566833747
4,54,B,val,11.647495284327784
4,55,B,val,11.50721428953611
4,56,B,val,11.403337169011193
4,57,B,val,11.789632458681501
4,58,B,val,11.433557930898909
4,59,B,val,11.787537618561647
4,60,B,val,11.598085359951575
4,61,B,val,11.599012369277018
4,62,B,val,11.93263068576748
4,63,B,val,12.21451970051284
4,64,B,val,12.14176597406214
4,65,B,val,12.292459125669776
4,66,B,val,12.190074190173771
4,67,B,val,12.773097606997926
4,68,B,val,12.722958519864616
4,69,B,val,12.694744333638699
4,70,B,val,12.958374654093584
4,71,B,val,12.371088659825602
4,72,B,val,12.45635849460599
4,73,B,val,12.422658238354309
4,74,B,val,12.242458892519945
4,75,B,val,11.747264866583139
4,76,B,val,12.1677584129039
4,77,B,val,12.053161505185397
4,78,B,val,12.227456307528508
4,79,B,val,12.42386667922435
4,80,B,val,12.044096261349004
4,81,B,val,12.161337301236323
4,82,B,val,12.128158521726608
4,83,B,val,12.066617441145358
4,84,B,val,11.9202415339117
4,85,B,val,11.8795168484192
4,86,B,val,11.841191049238683
4,87,B,val,11.290992058528612
4,88,B,val,11.587488252536305
4,89,B,val,11.153175699709088
4,90,B,val,10.96587880092222
4,91,B,val,10.400799602308245
4,92,B,val,10.748508070775848
4,93,B,val,10.56775009094502
4,94,B,val,10.878538370013265
4,95,B,val,11.002766904301543
4,96,B,val,11.099673617531279
4,97,B,val,10.913923834252744
4,98,B,val,10.95737968761512
4,99,B,val,11.044662627219648
4,100,B,val,10.55159451657487
4,101,B,val,10.78978318974545
4,102,B,val,10.697518197926847
4,103,B,val,10.822242799916607
4,104,B,val,10.603273321522954
4,105,B,val,10.815884196339887
4,106,B,val,10.69314319809423
4,107,B,val,10.98025209221543
4,108,B,val,11.371944821879243
4,109,B,val,11.435568077845302
4,110,B,val,11.52730834675328
4,111,B,val,11.764543666784329
4,112,B,val,11.67585332783557
4,113,B,val,11.753319789129344
4,114,B,val,11.848941660429785
4,115,B,val,12.103797401537793
4,116,B,val,12.366059417907973
4,117,B,val,11.979613018921828
4,118,B,val,12.199556007303098
4,119,B,val,11.906266452297297
4,120,B,val,11.953089119266131
4,121,B,val,12.402489444338057
4,122,B,val,12.237452436581918
4,123,B,val,12.37654529948796
4,124,B,val,13.024167591943563
4,125,B,val,12.846221993733907
4,126,B,val,12.974089611643802
4,127,B,val,13.054551987616335
4,128,B,val,13.236723183650358
4,129,B,val,13.046324575315666
4,130,B,val,13.142624733751674
4,131,B,val,13.2419044612979
4,132,B,val,12.872593876884046
4,133,B,val,12.374205918212645
4,134,B,val,12.563061523001146
4,135,B,val,12.719757538439506
4,136,B,val,12.71590097043232
4,137,B,val,12.547215302996182
4,138,B,val,12.736706215456785
4,139,B,val,12.309768670878789
4,140,B,val,12.74761931336769
4,141,B,val,12.561781811693729
4,142,B,val,12.622669986143471
4,143,B,val,11.92230773028764
4,144,B,val,12.488750504885664
4,145,B,val,12.218867383286613
4,146,B,val,12.337637916631715
4,147,B,val,11.82970551984924
4,148,B,val,11.425935568878847
4,149,B,val,11.284435920219101
5,0,C,test,11.647921352903984
5,1,C,test,11.77143738942573
5,2,C,test,11.769049283576747
5,3,C,test,11.868711902169263
5,4,C,test,12.503582813694667
5,5,C,test,12.330810011103468
5,6,C,test,12.4623006353991
5,7,C,test,12.427494985756065
5,8,C,test,12.769673107599422
5,9,C,test,12.664182157717676
5,10,C,test,12.188046712247191
5,11,C,test,12.246596504995521
5,12,C,test,11.981227327763188
5,13,C,test,12.383189418367577
5,14,C,test,12.059317302826763
5,15,C,test,11.893108173759105
5,16,C,test,11.879160047276217
5,17,C,test,12.05784998145916
5,18,C,test,11.945001660797415
5,19,C,test,12.288633395482577
5,20,C,test,11.841327043542524
5,21,C,test,11.744827726614306
5,22,C,test,12.134326146062588
5,23,C,test,11.671367986244872
5,24,C,test,11.83275736000835
5,25,C,test,11.540344154513093
5,26,C,test,10.93611472189004
5,27,C,test,10.882753902239196
5,28,C,test,10.844029780867377
5,29,C,test,10.681612828581544
5,30,C,test,10.711171842981292
5,31,C,test,10.529033381394678
5,32,C,test,10.644715166248199
5,33,C,test,10.884441628766691
5,34,C,test,10.994322396079063
5,35,C,test,10.651470378241354
5,36,C,test,10.766760938600532
5,37,C,test,10.76853124588239
5,38,C,test,10.498995938985203
5,39,C,test,10.836411483164786
5,40,C,test,10.683211050097142
5,41,C,test,10.595051181260828
5,42,C,test,10.424714826871176
5,43,C,test,10.58402143842634
5,44,C,test,10.633534268198014
5,45,C,test,10.755083944082987
5,46,C,test,10.650882922427328
5,47,C,test,10.91719783743317
5,48,C,test,10.978031713867193
5,49,C,test,11.185326445819753
5,50,C,test,11.59890936335808
5,51,C,test,11.579479682084429
5,52,C,test,11.650105800287744
5,53,C,test,11.85382757044336
5,54,C,test,11.898608345592253
5,55,C,test,11.655390142794708
5,56,C,test,11.682086053778889
5,57,C,test,11.94658738307915
5,58,C,test,11.959450708290792
5,59,C,test,11.909337019140576
5,60,C,test,12.282717201531064
5,61,C,test,12.202691773116248
5,62,C,test,12.046384080791341
5,63,C,test,12.427632251720455
5,64,C,test,12.466645209447483
5,65,C,test,13.066091087826077
5,66,C,test,13.03166722070966
5,67,C,test,12.98904874380915
5,68,C,test,12.52431112464022
5,69,C,test,12.604473897840979
5,70,C,test,12.74156506202985
5,71,C,test,12.333848591961953
5,72,C,test,12.714935597531827
5,73,C,test,12.439074675842408
5,74,C,test,12.375223343494268
5,75,C,test,12.367137074091048
5,76,C,test,12.214741406585011
5,77,C,test,12.223685526894371
5,78,C,test,12.098107804317205
5,79,C,test,12.45782692538258
5,80,C,test,12.50992528252563
5,81,C,test,12.335308712219774
5,82,C,test,12.22185087331467
5,83,C,test,11.954399942872438
5,84,C,test,11.986192266868775
5,85,C,test,11.299800064789066
5,86,C,test,11.343875325551565
5,87,C,test,11.246485646530635
5,88,C,test,11.132374127271184
5,89,C,test,11.16868983660058
5,90,C,test,11.049765826587947
5,91,C,test,11.111706738515297
5,92,C,test,11.340041813392693
5,93,C,test,11.411511391549581
5,94,C,test,11.328856821005566
5,95,C,test,11.467871978913763
5,96,C,test,11.557010378202085
5,97,C,test,11.281897091385114
5,98,C,test,10.902885615422317
5,99,C,test,11.254602729806322
5,100,C,test,10.808627765118903
5,101,C,test,11.249867697257498
5,102,C,test,11.18272877998464
5,103,C,test,10.78082352943367
5,104,C,test,10.730283973550678
5,105,C,test,10.911018710541493
5,106,C,test,11.175241886914618
5,107,C,test,11.600963695749467
5,108,C,test,11.344685962978456
5,109,C,test,11.91664290403382
5,110,C,test,11.553105639155943
5,111,C,test,12.276433108224182
5,112,C,test,12.138257233468025
5,113,C,test,12.23810511549948
5,114,C,test,12.20633390415627
5,115,C,test,12.402205702127082
5,116,C,test,12.31102483598949
5,117,C,test,12.576894485236968
5,118,C,test,12.013352966921827
5,119,C,test,12.26787425792255
5,120,C,test,12.32303558606011
5,121,C,test,12.85755633551144
5,122,C,test,12.601662400066024
