entity,time,group,segment,value,watermarked_value,bit_id,target_direction,perturbation
0,31,A,train,10.4463230371494,10.510274904016626,11,1,0.06395186686722668
0,32,A,train,10.335078792809076,10.503491444677897,4,1,0.1684126518688211
0,33,A,train,10.339174236072072,10.39480199329993,10,1,0.05562775722785816
0,34,A,train,9.885345211076938,9.994506854472878,6,1,0.10916164339593945
0,35,A,train,10.040149318047257,9.910463998065746,3,-1,-0.1296853199815125
0,36,A,train,9.665884171139748,9.594027814585564,8,-1,-0.07185635655418365
0,37,A,train,9.504072529070605,9.67071671477232,9,1,0.1666441857017156
0,38,A,train,9.507706648349675,9.401093182193204,8,-1,-0.10661346615647044
0,39,A,train,9.42653739274743,9.563913093567809,6,1,0.1373757008203774
0,40,A,train,9.196348666115766,9.05790327527176,3,-1,-0.13844539084400426
0,41,A,train,8.987259089907786,9.189753535224531,4,1,0.20249444531674585
0,42,A,train,8.946461478667958,9.022430095966694,11,1,0.0759686172987364
0,43,A,train,9.400326610566953,9.631295337083513,9,1,0.23096872651656045
0,44,A,train,9.332205168549642,9.367979989227557,6,1,0.035774820677914446
0,45,A,train,9.463607015823355,9.3327688843718,3,-1,-0.13083813145155476
0,46,A,train,9.841416668942996,9.963445877681526,9,1,0.1220292087385295
0,47,A,train,9.404039035282423,9.503799964113373,11,1,0.09976092883095011
0,48,A,train,10.0887532809797,10.067842116851141,11,1,-0.02091116412855973
0,49,A,train,10.23971003701444,10.19178250536594,3,-1,-0.04792753164850112
0,50,A,train,9.975819273452906,10.063356186590234,9,1,0.08753691313732731
0,51,A,train,9.820267244265871,9.996808602736213,10,1,0.17654135847034225
0,52,A,train,9.527108521049216,9.391255603919376,1,-1,-0.13585291712984024
0,53,A,train,9.80601820448129,9.941223441459623,10,1,0.13520523697833292
0,54,A,train,9.550223643344601,9.713946927740565,10,1,0.16372328439596298
0,55,A,train,9.66589768896971,9.732811333366037,6,1,0.06691364439632595
0,56,A,train,9.703432345626606,9.865155724927913,7,1,0.1617233793013071
0,57,A,train,9.940568785181624,10.06303627472649,10,1,0.12246748954486783
0,58,A,train,10.297071692509485,10.397245635243097,9,1,0.10017394273361246
0,59,A,train,10.170175826567435,10.158492258471236,1,-1,-0.011683568096198221
0,60,A,train,10.309437756268668,10.515967676488948,11,1,0.2065299202202808
0,61,A,train,10.515086501646861,10.74029140055142,9,1,0.22520489890455925
0,62,A,train,10.704121746571722,10.60185319814248,1,-1,-0.10226854842924171
0,63,A,train,10.76368687076336,10.800521512644428,4,1,0.0368346418810674
0,64,A,train,10.95254564703411,10.979152340565442,11,1,0.0266066935313308
0,65,A,train,11.398243802148142,11.524413898554808,10,1,0.12617009640666538
0,66,A,train,11.067935509669848,11.14790453206568,2,1,0.07996902239583373
0,67,A,train,11.204584270292441,11.336407222683277,4,1,0.13182295239083683
0,68,A,train,10.914103799082316,11.004361567391092,4,1,0.0902577683087757
0,69,A,train,11.147005779971753,11.176317313004148,4,1,0.029311533032394574
0,70,A,train,10.80925643355571,10.92455025941954,11,1,0.11529382586382941
0,71,A,train,11.034554513807423,11.21434251575004,7,1,0.17978800194261757
0,72,A,train,11.637128544770945,11.731174102518787,2,1,0.09404555774784253
0,73,A,train,11.224723325511201,11.304474849474815,6,1,0.0797515239636129
0,74,A,train,11.644529525768451,11.688390836014483,2,1,0.04386131024603179
0,75,A,train,11.63619812970744,11.535843104742469,1,-1,-0.10035502496497113
0,76,A,train,11.617850439281282,11.750323374003221,11,1,0.13247293472193952
0,77,A,train,11.582248393002034,11.688691038337092,4,1,0.10644264533505718
0,78,A,train,11.936705252140792,12.071261598455687,10,1,0.13455634631489502
0,79,A,train,11.624606373095142,11.799013820800342,5,1,0.17440744770519928
0,80,A,train,11.831585747248258,11.750910030952316,1,-1,-0.08067571629594278
0,81,A,train,11.285946922825048,11.257222825633598,0,1,-0.028724097191450637
0,82,A,train,11.258755574404,11.433451022661302,5,1,0.1746954482573007
0,83,A,train,11.158391301415232,11.056922115640212,1,-1,-0.1014691857750205
0,84,A,train,10.979767504661803,11.018942348246583,7,1,0.03917484358477989
0,85,A,train,10.555847834831289,10.695524425662068,11,1,0.13967659083077882
0,86,A,train,10.560804817734361,10.407740285360413,1,-1,-0.1530645323739481
0,87,A,train,10.586958498245924,10.419439195933622,3,-1,-0.16751930231230258
0,88,A,train,10.444828135909177,10.351672252369864,3,-1,-0.09315588353931299
0,89,A,train,10.71942113794448,10.878828784100563,10,1,0.15940764615608366
0,90,A,train,10.70923975143385,10.892089417590812,11,1,0.18284966615696152
0,91,A,train,10.246752292681157,10.349408043241283,6,1,0.10265575056012646
0,92,A,train,10.244216111562771,10.370625088611447,6,1,0.12640897704867662
0,93,A,train,10.27265661627611,10.363811007224433,5,1,0.09115439094832234
0,94,A,train,10.418994546946236,10.477314243434849,9,1,0.05831969648861398
0,95,A,train,10.62273193296174,10.5982682141032,11,1,-0.02446371885854018
0,96,A,train,10.022182613771474,10.1827801600004,9,1,0.16059754622892652
0,97,A,train,9.962121308670369,10.088859145363534,4,1,0.1267378366931652
0,98,A,train,9.56238486897408,9.480602467390053,3,-1,-0.08178240158402622
0,99,A,train,9.431216714453889,9.538349959619412,4,1,0.10713324516552197
0,100,A,train,9.177153732098894,9.319915852342444,2,1,0.1427621202435496
0,101,A,train,9.486661947356422,9.562816058744298,7,1,0.07615411138787609
0,102,A,train,9.678109783155605,9.855768526653543,5,1,0.1776587434979373
0,103,A,train,9.506155761548111,9.678473934025401,7,1,0.17231817247728975
0,104,A,train,9.918305737644332,9.886653810448857,3,-1,-0.031651927195474355
0,105,A,train,9.81576231809765,9.878211935752335,11,1,0.062449617654684576
0,106,A,train,9.885129553094464,10.028971289710718,5,1,0.14384173661625455
0,107,A,train,10.078472164759763,9.945365546042071,8,-1,-0.1331066187176917
0,108,A,train,10.137661375641171,10.226937759211356,5,1,0.08927638357018565
0,109,A,train,10.287576723534837,10.406425802709554,6,1,0.11884907917471803
0,110,A,train,9.937275700426374,9.816185723079471,8,-1,-0.1210899773469033
0,111,A,train,9.650124792622236,9.677248364799729,5,1,0.027123572177493033
0,112,A,train,10.057798293320321,10.199972719066977,4,1,0.14217442574665695
0,113,A,train,9.914463469009055,10.058242607644509,10,1,0.14377913863545455
0,114,A,train,10.035879490814992,9.931233377288269,3,-1,-0.10464611352672246
0,115,A,train,10.397936164704243,10.29190387002617,8,-1,-0.10603229467807279
0,116,A,train,10.005123800773525,9.842465399405318,8,-1,-0.16265840136820675
0,117,A,train,10.492978983128376,10.62594953933878,4,1,0.13297055621040485
0,118,A,train,10.714855755732271,10.91782455125783,2,1,0.20296879552555944
0,119,A,train,10.839447760874041,10.891505502397973,0,1,0.052057741523931965
0,120,A,train,11.173686140494135,11.260218409555234,0,1,0.08653226906109966
0,121,A,train,11.090255932487382,11.16601328808654,10,1,0.07575735559915918
0,122,A,train,11.218256560455075,11.294768954318895,11,1,0.07651239386382
0,123,A,train,11.652371464477474,11.799017078330543,7,1,0.14664561385307007
0,124,A,train,11.67132577236919,11.863521085620338,10,1,0.1921953132511482
0,125,A,train,11.823498143995106,12.014381111033767,6,1,0.19088296703866042
0,126,A,train,11.608550479205281,11.429122275333448,8,-1,-0.1794282038718336
0,127,A,train,11.840536592670578,11.94970559007372,5,1,0.10916899740314134
0,128,A,train,11.473783101800791,11.342972188479273,1,-1,-0.13081091332151745
0,129,A,train,11.32468472203558,11.495414855512012,4,1,0.17073013347643162
0,130,A,train,11.16695924910951,11.355238250182728,4,1,0.18827900107321843
0,131,A,train,11.386646237682488,11.473901129776538,7,1,0.08725489209405013
0,132,A,train,11.815264676733458,11.833363891334113,6,1,0.018099214600654404
0,133,A,train,11.51036316085121,11.430344084925023,3,-1,-0.0800190759261858
0,134,A,train,11.807308591502824,11.915916710001419,9,1,0.10860811849859364
0,135,A,train,12.37334657901192,12.529633446263198,0,1,0.15628686725127752
0,136,A,train,12.224731220638596,12.362040027307335,5,1,0.1373088066687395
0,137,A,train,12.430492309909326,12.549781648035347,2,1,0.1192893381260224
0,138,A,train,11.91367548659108,11.988829104906438,9,1,0.07515361831535775
0,139,A,train,11.579542907547355,11.633673858366725,2,1,0.05413095081937143
0,140,A,train,12.177280673382201,12.327051093982627,5,1,0.1497704206004254
0,141,A,train,11.495618324514679,11.559299225803864,11,1,0.06368090128918583
0,142,A,train,11.595008972892009,11.70762305653214,0,1,0.11261408364013187
0,143,A,train,11.446485862609743,11.312741145092495,1,-1,-0.1337447175172467
0,144,A,train,11.083953815318859,11.149945538560335,0,1,0.06599172324147548
0,145,A,train,11.413610665500562,11.42631620001845,9,1,0.01270553451788757
0,146,A,train,11.331360876822657,11.258748825868496,1,-1,-0.07261205095416048
0,147,A,train,11.108399717622733,11.305266382409572,9,1,0.19686666478683953
0,148,A,train,10.990881862750069,11.014139238733216,7,1,0.023257375983147102
0,149,A,train,11.034458629928372,11.212175336150713,0,1,0.1777167062223421
1,0,B,val,10.382816511317792,10.3682124132017,6,1,-0.014604098116092035
1,1,B,val,10.68455849307961,10.624139658980104,3,-1,-0.060418834099506324
1,2,B,val,10.810415358345258,10.677561606456582,1,-1,-0.13285375188867576
1,3,B,val,10.73182423472529,10.85051266296494,9,1,0.11868842823964988
1,4,B,val,11.055653995679224,11.14313498361849,0,1,0.08748098793926629
1,5,B,val,10.638630804681982,10.662156279827123,1,-1,0.023525475145139585
1,6,B,val,10.79823861363798,10.678174131023207,1,-1,-0.12006448261477404
1,7,B,val,10.46779711710924,10.47632151513816,10,1,0.008524398028920174
1,8,B,val,10.97953514128034,11.10912830404497,7,1,0.12959316276462998
1,9,B,val,11.072761942228897,11.264005222401346,2,1,0.19124328017244946
1,10,B,val,11.133827659873358,11.19096449230438,2,1,0.05713683243102123
1,11,B,val,11.658254450270368,11.606954304775634,8,-1,-0.05130014549473386
1,12,B,val,11.428847437672449,11.206460645397545,8,-1,-0.2223867922749042
1,13,B,val,11.21558286660451,11.184619233022712,1,-1,-0.03096363358179928
1,14,B,val,11.97031686323087,12.022772931141223,10,1,0.05245606791035159
1,15,B,val,11.394393832458935,11.549942219365343,10,1,0.15554838690640926
1,16,B,val,11.72236429990284,11.651596398759214,1,-1,-0.07076790114362622
1,17,B,val,11.680148086091558,11.85134222826535,0,1,0.17119414217379336
1,18,B,val,11.301916888325557,11.485897199901432,2,1,0.1839803115758742
1,19,B,val,11.582847771670343,11.735624627114522,5,1,0.15277685544417963
1,20,B,val,11.239910441168979,11.300685982835065,9,1,0.0607755416660865
1,21,B,val,11.11486165154926,11.197690817005554,10,1,0.08282916545629478
1,22,B,val,10.736727269616708,10.593530846114177,8,-1,-0.14319642350253103
1,23,B,val,10.96490617234605,11.089469467330295,5,1,0.12456329498424559
1,24,B,val,10.483182408840644,10.33667293255516,1,-1,-0.14650947628548344
1,25,B,val,10.263840864296824,10.352844064357624,9,1,0.0890032000607995
1,26,B,val,10.819787043541815,10.965996629019008,2,1,0.1462095854771934
1,27,B,val,10.487371948203485,10.681909628338106,7,1,0.19453768013462042
1,28,B,val,10.578846668082113,10.456592107484742,3,-1,-0.12225456059737178
1,29,B,val,10.912766962186415,11.03135705850041,2,1,0.118590096313994
1,30,B,val,10.740319172135834,10.852390056615286,11,1,0.11207088447945249
1,31,B,val,10.581560097987692,10.6989732956233,6,1,0.11741319763560855
1,32,B,val,10.551179200127091,10.701512348563393,11,1,0.15033314843630052
1,33,B,val,10.081352608373592,9.981229375612221,3,-1,-0.10012323276137038
1,34,B,val,10.175291366246304,10.319021943911887,7,1,0.14373057766558267
1,35,B,val,10.057020331365683,10.169711683749227,4,1,0.11269135238354398
1,36,B,val,9.819824868948777,9.61009273502471,1,-1,-0.20973213392406792
1,37,B,val,9.501429719820331,9.61093706447827,10,1,0.1095073446579378
1,38,B,val,8.760677969532315,8.90888522033774,7,1,0.1482072508054264
1,39,B,val,9.484204114768112,9.558188440927994,5,1,0.07398432615988204
1,40,B,val,9.406279079745326,9.566088984384368,9,1,0.15980990463904157
1,41,B,val,9.36754717797076,9.424693453260529,11,1,0.057146275289769524
1,42,B,val,9.656567062855249,9.753360961620745,6,1,0.09679389876549593
1,43,B,val,9.663781608253917,9.766750633738342,11,1,0.10296902548442491
1,44,B,val,9.750960883709233,9.755196315028417,5,1,0.0042354313191841075
1,45,B,val,9.528209745194399,9.593907995637265,0,1,0.06569825044286547
1,46,B,val,9.585013106368207,9.628138842530605,0,1,0.04312573616239897
1,47,B,val,9.933771894353661,10.027720320418977,11,1,0.0939484260653151
1,48,B,val,9.870173394665427,10.000160770168044,11,1,0.12998737550261735
1,49,B,val,9.850917596733115,9.857515615342608,7,1,0.006598018609492176
1,50,B,val,9.820537022756705,9.668504458914004,1,-1,-0.15203256384270028
1,51,B,val,9.842063544049404,9.7468142087011,1,-1,-0.09524933534830496
1,52,B,val,9.781321611736935,9.946317502953935,2,1,0.16499589121700048
1,53,B,val,9.852336743311708,10.019391121087434,10,1,0.16705437777572646
1,54,B,val,9.968009529570555,9.847318212771516,1,-1,-0.1206913167990398
1,55,B,val,10.235050565505258,10.337538810886283,7,1,0.10248824538102422
1,56,B,val,10.160289497486655,10.311538202186755,10,1,0.1512487047000991
1,57,B,val,10.604201747486734,10.740334457210759,0,1,0.13613270972402594
1,58,B,val,10.79283629894723,10.9677495732119,7,1,0.17491327426466957
1,59,B,val,10.899438542127028,10.722996784392448,3,-1,-0.17644175773457968
1,60,B,val,10.966735608144807,11.100627657407307,5,1,0.13389204926249854
1,61,B,val,11.248390728147402,11.386858557832575,4,1,0.13846782968517313
1,62,B,val,11.42042218060764,11.355581092170794,3,-1,-0.06484108843684444
1,63,B,val,11.110720846381739,10.8809245283819,3,-1,-0.22979631799983755
1,64,B,val,11.321121551474459,11.432612672659484,10,1,0.11149112118502548
1,65,B,val,11.308823475848056,11.462607973603799,7,1,0.15378449775574154
1,66,B,val,11.164244098778852,11.322968271022562,6,1,0.15872417224371113
1,67,B,val,11.173118578036675,11.329535382796593,9,1,0.15641680475991726
1,68,B,val,11.034365238925359,11.032463025910037,0,1,-0.0019022130153228262
1,69,B,val,11.17778153699985,11.250764592759355,4,1,0.07298305575950452
1,70,B,val,11.194843992416109,11.334300323243024,6,1,0.1394563308269151
1,71,B,val,11.479683575278203,11.33710605478862,3,-1,-0.14257752048958364
1,72,B,val,11.61825204272815,11.655952540522012,9,1,0.037700497793861865
1,73,B,val,11.741385799036342,11.584547008748636,8,-1,-0.1568387902877066
1,74,B,val,11.99868543669754,12.096154279818155,9,1,0.0974688431206142
1,75,B,val,11.94876176727698,12.081061707775625,5,1,0.13229994049864482
1,76,B,val,11.850157333836265,11.72934742310385,3,-1,-0.1208099107324153
1,77,B,val,11.795866278648477,11.645291620830045,3,-1,-0.1505746578184323
1,78,B,val,11.617498657422708,11.769365565093663,6,1,0.1518669076709554
1,79,B,val,11.644372090178953,11.697334925036794,4,1,0.052962834857840174
1,80,B,val,11.479884093538526,11.663072412976602,2,1,0.18318831943807495
1,81,B,val,11.648526877454858,11.729997479034978,11,1,0.08147060158012062
1,82,B,val,11.487538000147465,11.638780386639235,10,1,0.15124238649177002
1,83,B,val,11.36294827122141,11.233363971984678,8,-1,-0.12958429923673012
1,84,B,val,11.394318907147774,11.638969358445442,2,1,0.24465045129766708
1,85,B,val,10.76121546397902,10.712464895937108,1,-1,-0.04875056804191283
1,86,B,val,11.090977446365,11.259390349761583,9,1,0.1684129033965823
1,87,B,val,11.112168210813124,10.942485776610631,1,-1,-0.1696824342024928
1,88,B,val,11.065291388028006,11.170849035669907,2,1,0.10555764764189987
1,89,B,val,11.349016183841385,11.22917595581292,1,-1,-0.11984022802846528
1,90,B,val,11.378178013767833,11.208923742652935,1,-1,-0.16925427111489733
1,91,B,val,11.013207243689804,11.173850668240766,9,1,0.16064342455096262
1,92,B,val,10.829644811230677,10.80380657178083,8,-1,-0.025838239449846714
1,93,B,val,10.351578876545679,10.424829603991546,4,1,0.07325072744586611
1,94,B,val,10.173222003196402,10.244657493540238,5,1,0.07143549034383648
1,95,B,val,10.31973771184825,10.26485402404329,3,-1,-0.054883687804959634
1,96,B,val,10.015688669977733,9.933135568249337,1,-1,-0.08255310172839603
1,97,B,val,9.659705549636543,9.792694138940455,10,1,0.13298858930391194
1,98,B,val,9.793907570359263,9.687955557030742,8,-1,-0.10595201332852086
1,99,B,val,9.851198108558187,9.918476616984902,2,1,0.06727850842671519
1,100,B,val,9.976434144670959,10.049014616381738,10,1,0.0725804717107794
1,101,B,val,9.852471004730281,9.764864042123062,3,-1,-0.08760696260722055
1,102,B,val,9.914813192972172,10.036471671655598,5,1,0.1216584786834247
1,103,B,val,10.065510413513858,10.127545288939919,2,1,0.062034875426060586
1,104,B,val,10.18862984153779,10.128180382314543,8,-1,-0.06044945922324653
1,105,B,val,10.018712306191803,10.11304482550226,0,1,0.0943325193104573
1,106,B,val,10.417403336761524,10.370121186035762,1,-1,-0.04728215072576239
1,107,B,val,10.668274045625466,10.80905522175874,0,1,0.14078117613327443
1,108,B,val,10.400457213074237,10.548398679407828,7,1,0.147941466333592
1,109,B,val,9.958748771061828,10.091230929173099,7,1,0.13248215811127173
1,110,B,val,10.204062061605407,10.342318116021314,9,1,0.13825605441590733
1,111,B,val,9.856551503024123,9.968264668376607,4,1,0.11171316535248282
1,112,B,val,9.867612620499283,9.913423066813852,0,1,0.045810446314569
1,113,B,val,10.383807435763083,10.245681899200827,8,-1,-0.13812553656225704
1,114,B,val,10.396797392159703,10.535905408585649,10,1,0.13910801642594453
1,115,B,val,10.422138210669118,10.56109911275391,6,1,0.1389609020847924
1,116,B,val,10.367122947831822,10.317900543904903,1,-1,-0.04922240392691941
1,117,B,val,10.728890349390081,10.546326321143567,8,-1,-0.1825640282465134
1,118,B,val,11.199005113086011,11.317253271284493,6,1,0.11824815819848193
1,119,B,val,11.367367520634987,11.49873072890218,9,1,0.13136320826719194
1,120,B,val,11.64176042151041,11.818922729705681,5,1,0.177162308195271
1,121,B,val,11.902947387529633,12.106945091401167,0,1,0.2039977038715345
1,122,B,val,11.632380287110838,11.665793818998852,6,1,0.03341353188801485
1,123,B,val,11.802189144048622,11.709598255171475,3,-1,-0.09259088887714827
1,124,B,val,11.689288560478493,11.777754581056971,0,1,0.0884660205784785
1,125,B,val,11.609392554508414,11.674162321530147,5,1,0.0647697670217339
1,126,B,val,11.64508820580483,11.765362585817467,7,1,0.12027438001263725
1,127,B,val,11.873297339182443,11.837058251769882,3,-1,-0.0362390874125606
1,128,B,val,11.557412311420814,11.377285499794818,3,-1,-0.18012681162599697
1,129,B,val,12.024262405454392,12.130720588167101,10,1,0.10645818271270834
1,130,B,val,12.19097670795278,12.334020235507047,10,1,0.1430435275542679
1,131,B,val,12.056294135706178,12.108652387823957,10,1,0.052358252117778795
1,132,B,val,12.222924318039032,12.350719519631218,6,1,0.12779520159218632
1,133,B,val,12.034043282231838,12.086642606938701,7,1,0.052599324706863626
1,134,B,val,12.79071355042852,12.679880007309508,8,-1,-0.1108335431190117
1,135,B,val,12.572803078655415,12.669598982906864,7,1,0.09679590425144921
1,136,B,val,12.404549375564994,12.577004062661539,5,1,0.17245468709654502
1,137,B,val,12.30763244077525,12.449201397263934,10,1,0.14156895648868412
1,138,B,val,12.25729683160502,12.115934899967124,8,-1,-0.14136193163789593
1,139,B,val,11.907269979841388,11.779957423406348,8,-1,-0.12731255643503983
1,140,B,val,11.911625725375353,11.956652410878528,5,1,0.045026685503175026
1,141,B,val,11.537226333268292,11.453821774803867,1,-1,-0.08340455846442493
1,142,B,val,11.658900084785653,11.643676813235286,0,1,-0.015223271550366735
1,143,B,val,11.347442818044335,11.5014496140608,9,1,0.15400679601646455
1,144,B,val,11.569172669275826,11.618385675234725,11,1,0.04921300595889853
1,145,B,val,11.359576605201026,11.419856112584903,10,1,0.060279507383876454
1,146,B,val,11.427353036178463,11.542067854296906,7,1,0.11471481811844306
1,147,B,val,11.918983801579909,11.785646524697444,1,-1,-0.13333727688246444
1,148,B,val,11.529991738398259,11.581176639482715,6,1,0.0511849010844569
1,149,B,val,11.408859614058017,11.500597346757651,11,1,0.09173773269963403
2,0,C,test,10.973016924199081,11.152179218899812,11,1,0.17916229470073095
2,1,C,test,10.823352820430644,10.901882801330524,9,1,0.07852998089988035
2,2,C,test,11.218298839535988,11.23407477867442,6,1,0.015775939138432615
2,3,C,test,11.306589790503397,11.483982418918648,0,1,0.1773926284152514
2,4,C,test,11.024314131948685,11.067766940547221,10,1,0.04345280859853638
2,5,C,test,11.324997755650774,11.399194599969096,7,1,0.07419684431832328
2,6,C,test,11.041770868144607,11.193141103698455,9,1,0.15137023555384785
2,7,C,test,10.81619992687111,10.928452168846954,0,1,0.1122522419758432
2,8,C,test,11.124477945943775,11.24840012475203,6,1,0.12392217880825324
2,9,C,test,11.183274610624473,11.073695116226036,3,-1,-0.10957949439843709
2,10,C,test,11.465820498133493,11.539383814031227,9,1,0.07356331589773474
2,11,C,test,11.76201815434207,11.899578779877912,9,1,0.13756062553584295
2,12,C,test,11.58968738201891,11.471876809580158,3,-1,-0.11781057243875348
2,13,C,test,11.808406155176854,11.829522447953583,10,1,0.021116292776729217
2,14,C,test,11.872781623694326,11.998166374005585,0,1,0.1253847503112581
2,15,C,test,11.664267468310852,11.530447310330075,1,-1,-0.13382015798077723
2,16,C,test,11.542068330855924,11.679643340387813,9,1,0.13757500953188756
2,17,C,test,11.59309997229874,11.701891482810282,4,1,0.10879151051154193
2,18,C,test,11.585059561780062,11.628902199878313,11,1,0.0438426380982518
2,19,C,test,11.167933054972218,11.203671010182763,2,1,0.03573795521054378
2,20,C,test,11.00532891510852,11.142632924483456,6,1,0.1373040093749367
2,21,C,test,11.008376344780421,11.075297721157032,9,1,0.06692137637661136
2,22,C,test,11.015538687825899,11.067611209366945,4,1,0.052072521541045726
2,23,C,test,10.831119959624168,10.925693628692086,2,1,0.09457366906791873
2,24,C,test,10.86254217484529,10.993910562838751,10,1,0.13136838799346146
2,25,C,test,10.889742122097353,10.802884760664943,8,-1,-0.08685736143241014
2,26,C,test,10.742746582600804,10.821064451672786,11,1,0.07831786907198178
2,27,C,test,10.894316319459634,10.767699880503415,1,-1,-0.1266164389562184
2,28,C,test,10.780933036423237,10.985357775508273,4,1,0.20442473908503594
2,29,C,test,11.08133824011271,11.116040851337445,10,1,0.03470261122473452
2,30,C,test,10.575901981668329,10.630991304965333,11,1,0.05508932329700483
2,31,C,test,10.588707057027325,10.695798465378333,11,1,0.10709140835100912
2,32,C,test,10.390125041005264,10.533749822281433,0,1,0.14362478127616735
2,33,C,test,9.931701617411019,10.012837353442427,9,1,0.08113573603140731
2,34,C,test,9.734369787074185,9.832754776918748,2,1,0.0983849898445633
2,35,C,test,9.73802000773056,9.912181445691756,11,1,0.17416143796119515
2,36,C,test,9.842390738050586,9.746205770677328,1,-1,-0.09618496737325809
2,37,C,test,9.577108879790979,9.731325865378526,6,1,0.15421698558754662
2,38,C,test,9.570211229530969,9.361869276611358,3,-1,-0.20834195291961155
2,39,C,test,9.216407819043795,9.267900172128433,2,1,0.05149235308463826
2,40,C,test,9.74473672787208,9.885062322728926,11,1,0.14032559485684507
2,41,C,test,9.960086507015905,10.170972363741566,11,1,0.21088585672566035
2,42,C,test,10.063889010717261,10.224201013235648,4,1,0.16031200251838665
2,43,C,test,10.11896236847364,10.105538179937696,8,-1,-0.013424188535945236
2,44,C,test,10.009640411989489,9.887017347798299,8,-1,-0.12262306419119046
2,45,C,test,10.022251264181305,10.18517575904138,6,1,0.16292449486007443
2,46,C,test,10.180923272439703,10.244013485785368,4,1,0.06309021334566599
2,47,C,test,9.960490625802048,10.035419339340836,5,1,0.07492871353878627
2,48,C,test,9.526528067299601,9.641340848636053,10,1,0.11481278133645159
2,49,C,test,10.10091020249135,10.27535052580961,7,1,0.17444032331825987
2,50,C,test,9.735355878184764,9.822201999598533,9,1,0.08684612141377007
2,51,C,test,10.235569196331392,10.347738161643171,6,1,0.11216896531177989
2,52,C,test,10.402241127515332,10.568179810732149,0,1,0.16593868321681632
2,53,C,test,10.390621270536283,10.431496201547017,7,1,0.04087493101073453
2,54,C,test,10.608000222254066,10.562403205731561,8,-1,-0.04559701652250564
2,55,C,test,10.990841616974308,11.155414933335429,4,1,0.16457331636112094
2,56,C,test,10.669290287123005,10.78591699086954,2,1,0.11662670374653576
2,57,C,test,11.105844317501335,11.09908172487653,1,-1,-0.006762592624804206
2,58,C,test,11.261631480384056,11.321196928785643,10,1,0.05956544840158671
2,59,C,test,11.159689679504492,11.274939192077404,5,1,0.11524951257291285
2,60,C,test,11.765990472634027,11.925102446245486,2,1,0.15911197361146004
2,61,C,test,11.33013982844811,11.458119736407621,11,1,0.1279799079595121
2,62,C,test,11.306704094559322,11.356236829452376,5,1,0.04953273489305488
2,63,C,test,11.479267699746178,11.339397765222618,1,-1,-0.13986993452355984
2,64,C,test,11.615791089016197,11.652278281472094,5,1,0.03648719245589718
2,65,C,test,11.34260478971736,11.505801796526478,4,1,0.1631970068091197
2,66,C,test,11.395154386290292,11.56543910528513,4,1,0.17028471899483702
2,67,C,test,11.681097917231824,11.736847597290312,4,1,0.05574968005848813
2,68,C,test,11.451770607479002,11.372324684988723,8,-1,-0.07944592249027914
2,69,C,test,11.706883927658533,11.49295748864778,1,-1,-0.21392643901075126
2,70,C,test,11.835915503506836,11.873760284220692,6,1,0.037844780713856246
